Genius,KenPom,HDI,HDIW,Conf,URL,URLW
UTRGV,UT Rio Grande Valley,RGV,RGVW,Southland,https://goutrgv.com/sports/mens-basketball/roster/{season_42},https://goutrgv.com/sports/womens-basketball/roster/{season_42}
UTSA,UTSA,TSA,TSAW,American,https://goutsa.com/sports/mens-basketball/roster/season/{season_42},https://goutsa.com/sports/womens-basketball/roster/season/{season_42}
Valparaiso,Valparaiso,VAL,VALW,Missouri Valley,https://valpoathletics.com/sports/mens-basketball/roster/{season_42},https://valpoathletics.com/sports/womens-basketball/roster/{season_42}
Vanderbilt,Vanderbilt,VAN,VANW,SEC,https://vucommodores.com/sports/mbball/roster/season/{season_42}/,https://vucommodores.com/sports/wbball/roster/season/{season_42}/
VCU,VCU,VCU,VCUW,A10,https://vcuathletics.com/sports/mens-basketball/roster/{season_42},https://vcuathletics.com/sports/womens-basketball/roster/{season_42}
Vermont,Vermont,VER,VERW,America East,https://uvmathletics.com/sports/mens-basketball/roster/{season_42},https://uvmathletics.com/sports/womens-basketball/roster/{season_42}
Villanova,Villanova,VIL,VILW,Big East,https://villanova.com/sports/mens-basketball/roster/{season_42},https://villanova.com/sports/womens-basketball/roster/{season_42}
Virginia,Virginia,UVA,UVAW,ACC,https://virginiasports.com/sports/mbball/roster/season/{season_42},https://virginiasports.com/sports/wbball/roster/season/{season_42}
Virginia Tech,Virginia Tech,VAT,VATW,ACC,https://hokiesports.com/sports/mens-basketball/roster/season/{season_42},https://hokiesports.com/sports/womens-basketball/roster/season/{season_42}
VMI,VMI,VMI,VMIW,SoCon,https://vmikeydets.com/sports/mens-basketball/roster/{season_42},
Wagner,Wagner,WAG,WAGW,NEC,https://wagnerathletics.com/sports/mens-basketball/roster/{season_42},https://wagnerathletics.com/sports/womens-basketball/roster/{season_42}
Wake Forest,Wake Forest,WKF,WKFW,ACC,https://godeacs.com/sports/mens-basketball/roster/{season_42},https://godeacs.com/sports/womens-basketball/roster/{season_42}
Washington,Washington,WSH,WSHW,Big Ten,https://gohuskies.com/sports/mens-basketball/roster/{season_42},https://gohuskies.com/sports/womens-basketball/roster/{season_42}
Washington St.,Washington St.,WAS,WASW,WCC,https://wsucougars.com/sports/mens-basketball/roster/{season_42},https://wsucougars.com/sports/womens-basketball/roster/{season_42}
Weber St.,Weber St.,WEB,WEBW,Big Sky,https://weberstatesports.com/sports/mens-basketball/roster/{season_42},https://weberstatesports.com/sports/womens-basketball/roster/{season_42}
West Virginia,West Virginia,WVU,WVUW,Big 12,https://wvusports.com/sports/mens-basketball/roster/{season_42},https://wvusports.com/sports/womens-basketball/roster/{season_42}
Western Caro.,Western Carolina,WCU,WCUW,SoCon,https://catamountsports.com/sports/mens-basketball/roster/{season_42},https://catamountsports.com/sports/womens-basketball/roster/{season_42}
Western Ill.,Western Illinois,WIU,WIUW,Ohio Valley,https://goleathernecks.com/sports/mens-basketball/roster/{season_42},https://goleathernecks.com/sports/womens-basketball/roster/{season_42}
Western Ky.,Western Kentucky,WKU,WKUW,CUSA,https://wkusports.com/sports/mens-basketball/roster/{season_42},https://wkusports.com/sports/womens-basketball/roster/{season_42}
Western Mich.,Western Michigan,WMU,WMUW,MAC,https://wmubroncos.com/sports/mens-basketball/roster/{season_42},https://wmubroncos.com/sports/womens-basketball/roster/{season_42}
Wichita St.,Wichita St.,WCH,WCHW,American,https://goshockers.com/sports/mens-basketball/roster/{season_42},https://goshockers.com/sports/womens-basketball/roster/{season_42}
William & Mary,William & Mary,WLM,WLMW,CAA,https://tribeathletics.com/sports/mens-basketball/roster/{season_42},https://tribeathletics.com/sports/womens-basketball/roster/{season_42}
Winthrop,Winthrop,WIN,WINW,Big South,https://winthropeagles.com/sports/mens-basketball/roster/{season_42},https://winthropeagles.com/sports/womens-basketball/roster/{season_42}
Wisconsin,Wisconsin,WIS,WISW,Big Ten,https://uwbadgers.com/sports/mens-basketball/roster/{season_42},https://uwbadgers.com/sports/womens-basketball/roster/{season_42}
Wofford,Wofford,WOF,WOFW,SoCon,https://woffordterriers.com/sports/mens-basketball/roster/{season_42},https://woffordterriers.com/sports/womens-basketball/roster/{season_42}
Wright St.,Wright St.,WRS,WRSW,Horizon League,https://wsuraiders.com/sports/mens-basketball/roster/{season_42},https://wsuraiders.com/sports/womens-basketball/roster/{season_42}
Wyoming,Wyoming,WYO,WYOW,MWC,https://gowyo.com/sports/mens-basketball/roster/{season_42},https://gowyo.com/sports/womens-basketball/roster/{season_42}
Xavier,Xavier,XAV,XAVW,Big East,https://goxavier.com/sports/mens-basketball/roster/{season_42},https://goxavier.com/sports/womens-basketball/roster/{season_42}
Yale,Yale,YAL,YALW,Ivy League,https://yalebulldogs.com/sports/mens-basketball/roster/{season_42},https://yalebulldogs.com/sports/womens-basketball/roster/{season_42}
Youngstown St.,Youngstown St.,YSU,YSUW,Horizon League,https://ysusports.com/sports/mens-basketball/roster/{season_42},https://ysusports.com/sports/womens-basketball/roster/{season_42}
Mercyhurst,Mercyhurst,MCY,MCYW,NEC,https://hurstathletics.com/sports/mens-basketball/roster/{season_42},https://hurstathletics.com/sports/womens-basketball/roster/{season_42}
West Ga.,West Georgia,WGA,WGAW,ASUN,https://uwgathletics.com/sports/mens-basketball/roster/{season_42},https://uwgathletics.com/sports/womens-basketball/roster/{season_42}
Adams St.,,ADS,ADSW,,https://asugrizzlies.com/sports/mens-basketball/roster/{season_42},https://asugrizzlies.com/sports/womens-basketball/roster/{season_42}
Adelphi,,ADL,ADLW,,https://aupanthers.com/sports/mens-basketball/roster/{season_42},https://aupanthers.com/sports/womens-basketball/roster/{season_42}
Alabama Huntsville,,UAH,UAHW,,https://uahchargers.com/sports/mens-basketball/roster/{season_42},https://uahchargers.com/sports/womens-basketball/roster/{season_42}
Alas. Anchorage,,AAA,AAAW,,https://goseawolves.com/sports/mens-basketball/roster/{season_42},https://goseawolves.com/sports/womens-basketball/roster/{season_42}
Alas. Fairbanks,,AAF,AAFW,,https://alaskananooks.com/sports/mens-basketball/roster/{season_42},https://alaskananooks.com/sports/womens-basketball/roster/{season_42}
Albany St. (GA),,AGA,AGAW,,https://asugoldenrams.com/sports/mens-basketball/roster/{season_42},https://asugoldenrams.com/sports/womens-basketball/roster/{season_42}
Allen,,ALL,ALLW,,https://auyellowjackets.com/sports/mens-basketball/roster/{season_42},https://auyellowjackets.com/sports/womens-basketball/roster/{season_42}
American Int'l,,AIL,AILW,,https://aicyellowjackets.com/sports/mens-basketball/roster/{season_42},https://aicyellowjackets.com/sports/womens-basketball/roster/{season_42}
Anderson (SC),,ASC,ASCW,,https://autrojans.com/sports/mens-basketball/roster/{season_42},https://autrojans.com/sports/womens-basketball/roster/{season_42}
Angelo St.,,AST,ASTW,,https://angelosports.com/sports/mens-basketball/roster/{season_42},https://angelosports.com/sports/womens-basketball/roster/{season_42}
Ark.-Fort Smith,,AFS,AFSW,,https://uafortsmithlions.com/sports/mens-basketball/roster/{season_42},https://uafortsmithlions.com/sports/womens-basketball/roster/{season_42}
Ark.-Monticello,,AMC,AMCW,,https://www.uamsports.com/sports/mens-basketball/roster/{season_42},https://www.uamsports.com/sports/womens-basketball/roster/{season_42}
Arkansas Tech,,ART,ARTW,,https://arkansastechsports.com/sports/mens-basketball/roster/{season_42},https://arkansastechsports.com/sports/womens-basketball/roster/{season_42}
Ashland,,ASH,ASHW,,https://goashlandeagles.com/sports/mens-basketball/roster/{season_42},https://goashlandeagles.com/sports/womens-basketball/roster/{season_42}
Assumption,,ASP,ASPW,,https://assumptiongreyhounds.com/sports/mens-basketball/roster/{season_42},https://assumptiongreyhounds.com/sports/womens-basketball/roster/{season_42}
Augusta,,AUG,AUGW,,https://augustajags.com/sports/mens-basketball/roster/{season_42},https://augustajags.com/sports/womens-basketball/roster/{season_42}
Augustana (SD),,ASD,ASDW,,https://goaugie.com/sports/mens-basketball/roster/{season_42},https://goaugie.com/sports/womens-basketball/roster/{season_42}
AUM,,AUM,AUMW,,https://aumathletics.com/sports/mens-basketball/roster/{season_42},https://aumathletics.com/sports/womens-basketball/roster/{season_42}
Azusa Pacific,,AZP,AZPW,,https://athletics.apu.edu/sports/mens-basketball/roster/{season_42},https://athletics.apu.edu/sports/womens-basketball/roster/{season_42}
Barry,,BAR,BARW,,https://gobarrybucs.com/sports/mens-basketball/roster/{season_42},https://gobarrybucs.com/sports/womens-basketball/roster/{season_42}
Barton,,BRT,BRTW,,https://bartonbulldogs.com/sports/mens-basketball/roster/{season_42},https://bartonbulldogs.com/sports/womens-basketball/roster/{season_42}
Belmont Abbey,,BAB,BABW,,https://abbeyathletics.com/sports/mens-basketball/roster/{season_42},https://abbeyathletics.com/sports/womens-basketball/roster/{season_42}
Bemidji St.,,BEM,BEMW,,https://bsubeavers.com/sports/mens-basketball/roster/{season_42},https://bsubeavers.com/sports/womens-basketball/roster/{season_42}
Benedict,,BEN,BENW,,https://benedicttigers.com/sports/mens-basketball/roster/{season_42},https://benedicttigers.com/sports/womens-basketball/roster/{season_42}
Bentley,,BNT,BNTW,,https://bentleyfalcons.com/roster.aspx?path=mbball&season={season_42},https://bentleyfalcons.com/roster.aspx?path=mbball&season={season_42}
Biola,,BIO,BIOW,,https://athletics.biola.edu/sports/mens-basketball/roster/{season_42},https://athletics.biola.edu/sports/womens-basketball/roster/{season_42}
Black Hills St.,,BHS,BHSW,,https://bhsuathletics.com/sports/mens-basketball/roster/{season_42},https://bhsuathletics.com/sports/womens-basketball/roster/{season_42}
Bloomsburg,,BLM,BLMW,,https://bloomsburgathletics.com/sports/mens-basketball/roster/{season_42},https://bloomsburgathletics.com/sports/womens-basketball/roster/{season_42}
Bluefield St.,,BST,BSTW,,https://gobstate.com/sports/mens-basketball/roster/{season_42},https://gobstate.com/sports/womens-basketball/roster/{season_42}
Bowie St.,,BWS,BWSW,,https://bsubulldogs.com/sports/mens-basketball/roster/{season_42},https://bsubulldogs.com/sports/womens-basketball/roster/{season_42}
Bridgeport,,BGP,BGPW,,https://www.ubknights.com/sports/mbkb/{season_42}/roster,https://www.ubknights.com/sports/wbkb/{season_42}/roster
Cal Poly Humboldt,,CPH,CPHW,,https://humboldtathletics.com/sports/mens-basketball/roster/{season_42},https://humboldtathletics.com/sports/womens-basketball/roster/{season_42}
Cal Poly Pomona,,CPP,CPPW,,https://broncoathletics.com/sports/mens-basketball/roster/{season_42},https://broncoathletics.com/sports/womens-basketball/roster/{season_42}
Cal St. Dom. Hills,,SDH,SDHW,,https://gotoros.com/sports/mens-basketball/roster/{season_42},https://gotoros.com/sports/womens-basketball/roster/{season_42}
Cal St. East Bay,,SEB,SEBW,,https://eastbaypioneers.com/sports/mens-basketball/roster/{season_42},https://eastbaypioneers.com/sports/womens-basketball/roster/{season_42}
Cal St. Monterey Bay,,SMB,SMBW,,https://otterathletics.com/sports/mens-basketball/roster/{season_42},https://otterathletics.com/sports/womens-basketball/roster/{season_42}
Cal St. San B'dino,,SBD,SBDW,,https://csusbathletics.com/sports/mens-basketball/roster/{season_42},https://csusbathletics.com/sports/womens-basketball/roster/{season_42}
Cal St. San Marcos,,SSM,SSMW,,https://csusmcougars.com/sports/mens-basketball/roster/{season_42},https://csusmcougars.com/sports/womens-basketball/roster/{season_42}
Cal State LA,,CSL,CSLW,,https://lagoldeneagles.com/sports/mens-basketball/roster/{season_42},https://lagoldeneagles.com/sports/womens-basketball/roster/{season_42}
Caldwell,,CDW,CDWW,,https://caldwellathletics.com/sports/mens-basketball/roster/{season_42},https://caldwellathletics.com/sports/womens-basketball/roster/{season_42}
California (PA),,CPA,CPAW,,https://calvulcans.com/sports/mens-basketball/roster/{season_42},https://calvulcans.com/sports/womens-basketball/roster/{season_42}
Cameron,,CAM,CAMW,,https://cameronaggies.com/sports/mens-basketball/roster/{season_42},https://cameronaggies.com/sports/womens-basketball/roster/{season_42}
Carson-Newman,,CNM,CNMW,,https://www.cneagles.com/sports/m-baskbl/{season_42}/roster,https://www.cneagles.com/sports/w-baskbl/{season_42}/roster
Catawba,,CTW,CTWW,,https://catawbaathletics.com/sports/mens-basketball/roster/{season_42},https://catawbaathletics.com/sports/womens-basketball/roster/{season_42}
Cedarville,,CED,CEDW,,https://yellowjackets.cedarville.edu/sports/mens-basketball/roster/{season_42},https://yellowjackets.cedarville.edu/sports/womens-basketball/roster/{season_42}
Central Mo.,,CMO,CMOW,,https://ucmathletics.com/sports/mens-basketball/roster/{season_44},https://ucmathletics.com/sports/womens-basketball/roster/{season_44}
Central Okla.,,CEO,CEOW,,https://bronchosports.com/sports/mens-basketball/roster/{season_42},https://bronchosports.com/sports/womens-basketball/roster/{season_42}
Central St. (OH),,COH,COHW,,https://maraudersports.com/sports/mens-basketball/roster/{season_42},https://maraudersports.com/sports/womens-basketball/roster/{season_42}
Central Wash.,,CWA,CWAW,,https://wildcatsports.com/sports/mens-basketball/roster/{season_42},https://wildcatsports.com/sports/womens-basketball/roster/{season_42}
Chadron St.,,CHD,CHDW,,https://chadroneagles.com/sports/mens-basketball/roster/{season_42},https://chadroneagles.com/sports/womens-basketball/roster/{season_42}
Chaminade,Chaminade,CHA,CHAW,,https://goswords.com/sports/mens-basketball/roster/{season_42},https://goswords.com/sports/womens-basketball/roster/{season_42}
Charleston (WV),,CWV,CWVW,,https://ucgoldeneagles.com/sports/mens-basketball/roster/{season_44},https://ucgoldeneagles.com/sports/womens-basketball/roster/{season_44}
Chestnut Hill,,CHL,CHLW,,https://griffinathletics.com/sports/mens-basketball/roster/{season_44},https://griffinathletics.com/sports/womens-basketball/roster/{season_44}
Chico St.,,CHC,CHCW,,https://chicowildcats.com/sports/mens-basketball/roster/{season_42},https://chicowildcats.com/sports/womens-basketball/roster/{season_42}
Chowan,,CHW,CHWW,,https://gocuhawks.com/sports/mens-basketball/roster/{season_44},https://gocuhawks.com/sports/womens-basketball/roster/{season_44}
Christian Brothers,,CBU,CBUW,,https://cbubucs.com/sports/mens-basketball/roster/{season_4},https://cbubucs.com/sports/womens-basketball/roster/{season_4}
Claflin,,CLF,CLFW,,https://athletics.claflin.edu/sports/mens-basketball/roster/{season_42},https://athletics.claflin.edu/sports/womens-basketball/roster/{season_42}
Clarion,,CLN,CLNW,,https://clariongoldeneagles.com/sports/mens-basketball/roster/{season_42},https://clariongoldeneagles.com/sports/womens-basketball/roster/{season_42}
Clark Atlanta,Clark Atlanta,CLK,CLKW,,https://clarkatlantasports.com/sports/mens-basketball/roster/{season_42},https://clarkatlantasports.com/sports/womens-basketball/roster/{season_42}
Clayton St.,,CYS,CYSW,,https://claytonstatesports.com/sports/mens-basketball/roster/{season_42},https://claytonstatesports.com/sports/womens-basketball/roster/{season_42}
Coker,,CKR,CKR,,https://www.cokercobras.com/sports/mbkb/{season_42}/roster,https://www.cokercobras.com/sports/wbkb/{season_42}/roster
Colo. Christian,,CCH,CCHW,,https://ccucougars.com/sports/mens-basketball/roster/{season_44},https://ccucougars.com/sports/womens-basketball/roster/{season_44}
Colo. Sch. of Mines,,SOM,SOMW,,https://minesathletics.com/sports/mens-basketball/roster/{season_42},https://minesathletics.com/sports/womens-basketball/roster/{season_42}
Colorado Mesa,,CMS,CMS,,https://cmumavericks.com/sports/mens-basketball/roster/{season_42},https://cmumavericks.com/sports/womens-basketball/roster/{season_42}
Columbus St.,,CBS,CBSW,,https://csucougars.com/sports/mens-basketball/roster/{season_42},https://csucougars.com/sports/womens-basketball/roster/{season_42}
Concord,,CCD,CCDW,,https://cumountainlions.com/sports/mens-basketball/roster/{season_42},https://cumountainlions.com/sports/womens-basketball/roster/{season_42}
Concordia-St. Paul,,CSP,CSPW,,https://cspbears.com/sports/mens-basketball/roster/{season_42},https://cspbears.com/sports/womens-basketball/roster/{season_42}
Converse,,CNV,CNVW,,https://govalkyries.com/sports/mens-basketball/roster/{season_42},https://govalkyries.com/sports/womens-basketball/roster/{season_42}
CSU Pueblo,,CPB,CPBW,,https://gothunderwolves.com/sports/mens-basketball/roster/{season_42},https://gothunderwolves.com/sports/womens-basketball/roster/{season_42}
CUI,,CUI,CUIW,,https://cuigoldeneagles.com/sports/mens-basketball/roster/{season_42},https://cuigoldeneagles.com/sports/womens-basketball/roster/{season_42}
D'Youville,,DYU,DYUW,,https://dyusaints.com/sports/mens-basketball/roster/{season_42},https://dyusaints.com/sports/womens-basketball/roster/{season_42}
Daemen,,DAM,DAMW,,https://daemenwildcats.com/sports/mens-basketball/roster/{season_42},https://daemenwildcats.com/sports/womens-basketball/roster/{season_42}
Davenport,,DVP,DVPW,,https://dupanthers.com/sports/mens-basketball/roster/{season_42},https://dupanthers.com/sports/womens-basketball/roster/{season_42}
Davis & Elkins,,DAE,DAEW,,https://senatornation.com/sports/mens-basketball/roster/{season_42},https://senatornation.com/sports/womens-basketball/roster/{season_42}
DBU,,DBU,DBUW,,https://dbupatriots.com/sports/mens-basketball/roster/{season_44},
Delta St.,,DLS,DLSW,,https://gostatesmen.com/sports/mens-basketball/roster/{season_42},https://gostatesmen.com/sports/womens-basketball/roster/{season_42}
Dist. Columbia,,UDC,UDCW,,https://www.udcfirebirds.com/sports/mbkb/{season_42}/roster,https://www.udcfirebirds.com/sports/wbkb/{season_42}/roster
Dominican (CA),,DCA,DCAW,,https://dominicanathletics.com/sports/mens-basketball/roster/{season_42},https://dominicanathletics.com/sports/womens-basketball/roster/{season_42}
Dominican (NY),,DNY,DNYW,,https://www.chargerathletics.com/sports/mbkb/{season_42}/roster,https://www.chargerathletics.com/sports/wbkb/{season_42}/roster
Drury,,DRU,DRUW,,https://drurypanthers.com/sports/mens-basketball/roster/{season_42},https://drurypanthers.com/sports/womens-basketball/roster/{season_42}
East Central,,EAC,EACW,,https://ecutigers.com/sports/mens-basketball/roster/{season_42},https://ecutigers.com/sports/womens-basketball/roster/{season_42}
East Stroudsburg,,EST,ESTW,,https://esuwarriors.com/sports/mens-basketball/roster/{season_42},https://esuwarriors.com/sports/womens-basketball/roster/{season_42}
Eastern N.M.,,ENM,ENMW,,https://goeasternathletics.com/sports/mens-basketball/roster/{season_42},https://goeasternathletics.com/sports/womens-basketball/roster/{season_42}
Eckerd,,ECK,ECKW,,https://eckerdtritons.com/sports/mens-basketball/roster/{season_42},https://eckerdtritons.com/sports/womens-basketball/roster/{season_42}
Edinboro,,EDN,EDNW,,https://gofightingscots.com/sports/mens-basketball/roster/{season_44},https://gofightingscots.com/sports/womens-basketball/roster/{season_44}
Edward Waters,,EDW,EDWW,,https://ewutigerpride.com/sports/mens-basketball/roster/{season_42},https://ewutigerpride.com/sports/womens-basketball/roster/{season_42}
Elizabeth City St.,,ECS,ECSW,,https://ecsuvikings.com/sports/mens-basketball/roster/{season_42},https://ecsuvikings.com/sports/womens-basketball/roster/{season_42}
Embry-Riddle (FL),,ERF,ERFW,,https://erauathletics.com/sports/mens-basketball/roster/{season_42},https://erauathletics.com/sports/womens-basketball/roster/{season_42}
Emmanuel (GA),,EGA,EGAW,,https://goeulions.com/sports/mens-basketball/roster/{season_42},https://goeulions.com/sports/womens-basketball/roster/{season_42}
Emory & Henry,,EAH,EAHW,,https://www.gowasps.com/sports/mbkb/{season_42}/roster,https://www.gowasps.com/sports/wbkb/{season_42}/roster
Emporia St.,,EMP,EMPW,,https://esuhornets.com/sports/mens-basketball/roster/{season_42},https://esuhornets.com/sports/womens-basketball/roster/{season_42}
Erskine,Erskine,ERK,ERKW,,,
Fairmont St.,,FMS,FMSW,,https://fightingfalcons.com/sports/mens-basketball/roster/{season_42},https://fightingfalcons.com/sports/womens-basketball/roster/{season_42}
Fayetteville St.,,FYT,FYTW,,https://fsubroncos.com/sports/mens-basketball/roster/{season_42},https://fsubroncos.com/sports/womens-basketball/roster/{season_42}
Felician,,FEL,FELW,,https://felicianuathletics.com/sports/mens-basketball/roster/{season_42},https://felicianuathletics.com/sports/womens-basketball/roster/{season_42}
Ferris St.,,FER,FERW,,https://www.ferrisstatebulldogs.com/sports/mbkb/{season_42}/roster,https://www.ferrisstatebulldogs.com/sports/wbkb/{season_42}/roster
Findlay,,FND,FNDW,,https://findlayoilers.com/sports/mens-basketball/roster/{season_42},https://findlayoilers.com/sports/womens-basketball/roster/{season_42}
Fla. Southern,,FSO,FSOW,,https://fscmocs.com/sports/mens-basketball/roster/{season_42},https://fscmocs.com/sports/womens-basketball/roster/{season_42}
Flagler,,FLG,FLGW,,https://flaglerathletics.com/sports/mens-basketball/roster/{season_42},https://flaglerathletics.com/sports/womens-basketball/roster/{season_42}
Florida Tech,,FIT,FITW,,https://floridatechsports.com/sports/mens-basketball/roster/{season_42},https://floridatechsports.com/sports/womens-basketball/roster/{season_42}
Fort Hays St.,,FHS,FHSW,,https://fhsuathletics.com/sports/mens-basketball/roster/{season_42},https://fhsuathletics.com/sports/womens-basketball/roster/{season_42}
Fort Lewis,,FLC,FLCW,,https://goskyhawks.com/sports/mens-basketball/roster/{season_42},https://goskyhawks.com/sports/womens-basketball/roster/{season_42}
Fort Valley St.,,FVS,FVSW,,https://fvsusports.com/sports/mens-basketball/roster/{season_42},https://fvsusports.com/sports/womens-basketball/roster/{season_42}
Francis Marion,,FMU,FMUW,,https://fmupatriots.com/sports/mens-basketball/roster/{season_42},https://fmupatriots.com/sports/womens-basketball/roster/{season_42}
Franklin Pierce,,FRP,FRPW,,https://fpuravens.com/sports/mens-basketball/roster/{season_42},https://fpuravens.com/sports/womens-basketball/roster/{season_42}
Fresno Pacific,,FPU,FPUW,,https://www.fpusunbirds.com/sports/mens-basketball/roster/{season_44},https://www.fpusunbirds.com/sports/womens-basketball/roster/{season_44}
Frostburg St.,,FST,FSTW,,https://frostburgsports.com/sports/mens-basketball/roster/{season_42},https://frostburgsports.com/sports/womens-basketball/roster/{season_42}
Ga. Southwestern,,GSW,GSWW,,https://gswcanes.com/sports/mens-basketball/roster/{season_42},https://gswcanes.com/sports/womens-basketball/roster/{season_42}
Gannon,,GNO,GNOW,,https://gannonsports.com/sports/mens-basketball/roster/{season_42},https://gannonsports.com/sports/womens-basketball/roster/{season_42}
Georgia College,,GAC,GACW,,https://gcsubobcats.com/sports/mens-basketball/roster/{season_42},https://gcsubobcats.com/sports/womens-basketball/roster/{season_42}
Georgian Court,,GCT,GCTW,,https://gculions.com/sports/mens-basketball/roster/{season_42},https://gculions.com/sports/womens-basketball/roster/{season_42}
Glenville St.,,GLS,GLSW,,https://gstatepioneers.com/sports/mens-basketball/roster/{season_42},https://gstatepioneers.com/sports/womens-basketball/roster/{season_42}
Goldey-Beacom,,GBC,GBCW,,https://www.gbcathletics.com/sports/mens-basketball/roster/{season_44},https://www.gbcathletics.com/sports/womens-basketball/roster/{season_44}
Grand Valley St.,,GVS,GVSW,,https://gvsulakers.com/sports/mens-basketball/roster/{season_42},https://gvsulakers.com/sports/womens-basketball/roster/{season_42}
Harding,,HAR,HARW,,https://hardingsports.com/sports/mens-basketball/roster/{season_42},https://hardingsports.com/sports/womens-basketball/roster/{season_42}
Hawaii Hilo,,HAH,HAHW,,https://hiloathletics.com/sports/mens-basketball/roster/{season_42},https://hiloathletics.com/sports/womens-basketball/roster/{season_42}
Hawaii Pacific,,HAP,HAPW,,https://hpusharks.com/sports/mens-basketball/roster/{season_44},https://hpusharks.com/sports/womens-basketball/roster/{season_44}
Henderson St.,,HEN,HENW,,https://hsusports.com/sports/mens-basketball/roster/{season_42},https://hsusports.com/sports/womens-basketball/roster/{season_42}
Hillsdale,,HLS,HLSW,,https://hillsdalechargers.com/sports/mens-basketball/roster/{season_42},https://hillsdalechargers.com/sports/womens-basketball/roster/{season_42}
Holy Family,,HLF,HLFW,,https://athletics.holyfamily.edu/sports/mens-basketball/roster/{season_42},https://athletics.holyfamily.edu/sports/womens-basketball/roster/{season_42}
Ill. Springfield,,UIS,UISW,,https://uisprairiestars.com/sports/mens-basketball/roster/{season_42},https://uisprairiestars.com/sports/womens-basketball/roster/{season_42}
Indiana (PA),,IPA,IPAW,,https://iupathletics.com/sports/mens-basketball/roster/{season_42},https://iupathletics.com/sports/womens-basketball/roster/{season_42}
Jefferson,,JFS,JFSW,,https://jeffersonrams.com/sports/mens-basketball/roster/{season_42},https://jeffersonrams.com/sports/womens-basketball/roster/{season_42}
Jessup,,JSP,JSPW,,https://jessupathletics.com/sports/mens-basketball/roster/{season_42},https://jessupathletics.com/sports/womens-basketball/roster/{season_42}
Johnson C. Smith,,JCS,JCSW,,https://goldenbullsports.com/sports/mens-basketball/roster/{season_44},https://goldenbullsports.com/sports/womens-basketball/roster/{season_44}
Kentucky St.,,KST,KSTW,,https://ksuthorobreds.com/sports/mens-basketball/roster/{season_44},https://ksuthorobreds.com/sports/womens-basketball/roster/{season_44}
King (TN),,KTN,KTNW,,https://www.kingtornado.com/sports/mens-basketball-jv/roster/{season_42},https://www.kingtornado.com/sports/womens-basketball/roster/{season_42}
Kutztown,,KTZ,KTZW,,https://kubears.com/sports/mens-basketball/roster/{season_44},https://kubears.com/sports/womens-basketball/roster/{season_44}
Ky. Wesleyan,,KYW,KYWW,,https://kwcpanthers.com/sports/mens-basketball/roster/{season_42},https://kwcpanthers.com/sports/womens-basketball/roster/{season_42}
Lake Erie,,LER,LERW,,https://lakeeriestorm.com/sports/mens-basketball/roster/{season_42},https://lakeeriestorm.com/sports/womens-basketball/roster/{season_42}
Lake Superior St.,,LST,LSTW,,https://lssulakers.com/sports/mens-basketball/roster/{season_42},https://lssulakers.com/sports/womens-basketball/roster/{season_42}
Lander,,LAN,LANW,,https://landerbearcats.com/sports/mens-basketball/roster/{season_42},https://landerbearcats.com/sports/womens-basketball/roster/{season_42}
Lane,,LNE,LNEW,,https://www.lanetitans.com/sports/mbkb/{season_42}/roster,https://www.lanetitans.com/sports/wbkb/{season_42}/roster
Lee,,LEE,LEEW,,https://leeuflames.com/sports/mens-basketball/roster/{season_44},https://leeuflames.com/sports/womens-basketball/roster/{season_44}
Lees-McRae,,LMR,LMRW,,https://lmcbobcats.com/sports/mens-basketball/roster/{season_42},https://lmcbobcats.com/sports/womens-basketball/roster/{season_42}
LeMoyne-Owen,,LOW,LOWW,,https://athletics.loc.edu/sports/mens-basketball/roster/{season_44},https://athletics.loc.edu/sports/womens-basketball/roster/{season_44}
Lenoir-Rhyne,,LRU,LRUW,,https://lrbears.com/sports/mens-basketball/roster/{season_42},https://lrbears.com/sports/womens-basketball/roster/{season_42}
Lewis,,LWS,LWSW,,https://lewisflyers.com/sports/mens-basketball/roster/{season_42},https://lewisflyers.com/sports/womens-basketball/roster/{season_42}
Limestone,,LMS,LMSW,,,
Lincoln (MO),,LMO,LMOW,,https://lubluetigers.com/sports/mens-basketball/roster/{season_42},https://lubluetigers.com/sports/womens-basketball/roster/{season_42}
Lincoln (PA),,LPA,LPAW,,https://lulions.com/sports/mens-basketball/roster/{season_42},https://lulions.com/sports/womens-basketball/roster/{season_42}
Lincoln Memorial,,LME,LMEW,,https://lmurailsplitters.com/sports/mens-basketball/roster/{season_42},https://lmurailsplitters.com/sports/womens-basketball/roster/{season_42}
Livingstone,,LVS,LVSW,,https://bluebearathletics.com/sports/mens-basketball/roster/{season_44},https://bluebearathletics.com/sports/womens-basketball/roster/{season_44}
Lock Haven,,LKH,LKHW,,https://www.lockhavenathletics.com/sports/mens-basketball/roster/{season_42},https://www.lockhavenathletics.com/sports/womens-basketball/roster/{season_42}
Lubbock Christian,,LUC,LUCW,,https://lcuchaps.com/sports/mens-basketball/roster/{season_42},https://lcuchaps.com/sports/womens-basketball/roster/{season_42}
Lynn,,LYN,LYNW,,https://lynnfightingknights.com/sports/mens-basketball/roster/{season_42},https://lynnfightingknights.com/sports/womens-basketball/roster/{season_42}
Malone,,MAL,MALW,,https://malonepioneers.com/sports/mens-basketball/roster/{season_42},https://malonepioneers.com/sports/womens-basketball/roster/{season_42}
